sex,age,race,priors_count,juv_fel_count,juv_misd_count,juv_other_count,decile_score,is_recid,jail_time
Male,28,Caucasian,0,0,0,0,3,0,21.05
Female,24,African-American,1,0,0,0,3,1,340.03333333333336
Female,30,African-American,3,0,0,0,2,0,19.35
Female,39,Caucasian,8,0,0,0,7,1,764.4333333333333
Male,26,Caucasian,7,0,0,0,6,0,1655.2833333333333
Male,30,Caucasian,2,0,0,0,8,1,872.2166666666667
Male,37,Caucasian,0,0,0,0,2,0,28.266666666666666
Male,21,African-American,1,0,0,0,6,0,4342.35
Male,24,African-American,1,0,0,0,5,0,113.95
Male,20,African-American,1,1,0,0,8,1,353.4166666666667
Female,36,Caucasian,6,0,0,0,7,0,932.9333333333333
Female,37,African-American,13,0,0,0,6,1,39.03333333333333
Male,24,African-American,2,0,0,0,4,0,146.61666666666667
Male,25,African-American,4,0,0,1,9,1,4078.25
Male,35,African-American,0,0,0,0,1,0,23.283333333333335
Male,27,Caucasian,5,0,0,0,6,1,148.26666666666668
Male,22,African-American,1,0,0,0,9,1,125.6
Male,27,African-American,18,0,2,1,9,1,5.75
Male,26,Caucasian,2,0,0,0,4,0,38.5
Male,22,Caucasian,0,0,0,0,6,0,7.233333333333333
Male,32,African-American,14,0,0,0,8,1,30.933333333333334
Female,38,African-American,7,0,0,0,10,1,941.0
Male,28,African-American,4,0,0,0,8,1,1251.5333333333333
Male,25,Caucasian,2,0,0,0,4,1,24.566666666666666
Female,21,Caucasian,3,0,3,1,7,1,24.066666666666666
Female,26,Caucasian,1,0,0,0,8,1,7.083333333333333
Male,27,African-American,11,0,0,0,7,1,122.93333333333334
Male,26,African-American,2,0,0,0,10,1,27.4
Female,20,Caucasian,1,0,0,0,8,1,412.26666666666665
Male,24,African-American,0,0,0,0,5,0,20.8
Male,21,African-American,1,0,0,0,4,0,24.966666666666665
Male,65,African-American,0,0,0,0,1,0,27.566666666666666
Male,28,African-American,18,0,1,0,9,1,7.583333333333333
Female,35,African-American,2,0,0,0,2,1,749.9
Male,30,Hispanic,7,0,0,0,8,1,6.65
Male,30,Other,5,0,0,0,8,1,137.51666666666668
Male,24,African-American,14,0,4,0,10,1,4320.583333333333
Female,28,African-American,0,0,0,0,2,0,12.933333333333334
Male,23,African-American,3,0,0,0,4,0,55.8
Male,34,African-American,5,0,0,0,3,1,75.83333333333333
Male,23,African-American,0,0,0,0,6,1,45.9
Male,27,Caucasian,7,0,1,1,9,1,49.31666666666667
Female,19,Caucasian,2,0,0,0,10,1,534.6
Male,36,African-American,2,0,0,0,6,1,71.15
Female,25,African-American,1,0,0,0,3,0,312.01666666666665
Male,57,African-American,16,0,0,0,9,0,6623.766666666666
Male,20,Caucasian,0,0,0,0,6,0,15.666666666666666
Male,36,African-American,3,0,0,0,1,0,1194.1833333333334
Female,65,Caucasian,1,0,0,0,1,1,26.716666666666665
Female,22,Caucasian,0,0,0,0,2,0,24.083333333333332
Male,56,Caucasian,0,0,0,0,1,0,27.933333333333334
Male,25,African-American,8,0,0,1,8,0,1382.0666666666666
Female,61,Caucasian,8,0,0,0,3,1,740.0333333333333
Male,44,African-American,6,0,0,0,4,1,4672.833333333333
Male,28,African-American,4,0,0,0,7,0,717.3333333333334
Male,22,African-American,2,0,0,0,3,0,96.86666666666666
Male,50,African-American,0,0,0,0,1,0,4.933333333333334
Male,23,African-American,0,0,0,0,7,0,3559.8
Male,26,Caucasian,1,0,0,0,2,1,25.533333333333335
Male,24,Other,3,0,0,0,8,1,73.86666666666666
Male,26,African-American,4,0,1,0,8,0,1821.9
Male,25,Caucasian,1,0,0,0,3,0,30.9
Male,21,African-American,1,0,0,0,6,0,3762.7
Male,32,African-American,9,0,0,1,7,1,552.4833333333333
Female,47,Hispanic,0,0,0,0,1,0,27.433333333333334
Male,28,Caucasian,0,0,0,0,1,0,4.783333333333333
Male,34,Caucasian,5,0,0,0,3,0,1252.5666666666666
Male,23,Other,0,0,0,0,5,0,28.616666666666667
Male,67,Caucasian,1,0,0,0,3,0,13.516666666666667
Male,46,African-American,5,0,0,0,1,1,4849.983333333334
Male,29,Caucasian,1,0,0,0,2,1,23.616666666666667
Male,34,African-American,19,0,6,1,8,0,26.083333333333332
Male,48,Caucasian,0,0,0,0,2,0,24.166666666666668
Male,49,African-American,10,0,0,0,6,1,1055.3
Female,56,African-American,1,0,0,0,1,0,24.866666666666667
Male,25,Caucasian,0,0,0,0,2,0,3.216666666666667
Male,45,African-American,1,0,0,0,2,1,1134.4
Male,23,African-American,4,0,0,2,8,1,21.783333333333335
Male,40,African-American,20,0,0,0,7,0,25.8
Male,46,African-American,0,0,0,0,1,1,19.7
Male,47,Caucasian,1,0,0,0,6,1,1967.4166666666667
Male,24,African-American,3,0,0,3,10,1,1058.6
Female,29,Caucasian,0,0,0,0,2,0,45.78333333333333
Male,34,African-American,0,0,0,0,1,0,26.6
Male,34,African-American,3,0,0,0,5,0,1275.25
Male,21,African-American,1,0,0,0,7,1,364.6
Male,60,African-American,13,0,0,0,3,0,23.05
Male,31,African-American,7,0,0,0,6,0,174.7
Male,27,Caucasian,1,0,0,0,2,0,21.45
Female,28,Caucasian,0,0,0,0,6,0,22.0
Female,53,Caucasian,6,0,0,0,5,1,259.75
Male,38,Other,2,0,0,0,3,1,5.4
Male,22,African-American,1,0,0,0,9,1,2479.25
Female,54,Caucasian,12,0,0,0,2,0,4103.933333333333
Male,37,Caucasian,8,0,0,0,8,1,6.85
Male,25,Other,0,0,0,0,2,0,22.116666666666667
Female,33,Caucasian,0,0,0,0,2,0,23.5
Male,27,African-American,6,0,0,0,5,1,240.25
Male,26,African-American,0,0,0,0,4,1,28.316666666666666
Male,24,African-American,7,0,0,0,8,1,1635.3833333333334
Male,25,African-American,8,0,0,0,10,1,43.65
