sex,age,race,priors_count,juv_fel_count,juv_misd_count,juv_other_count,decile_score,is_recid,jail_time
Male,27,African-American,10,0,1,0,8,1,5.366666666666666
Male,25,Caucasian,2,0,0,1,5,0,17.283333333333335
Male,24,African-American,0,0,0,2,9,1,162.31666666666666
Female,51,Hispanic,2,0,0,0,1,0,1.9
Male,29,African-American,6,0,0,0,8,1,860.0333333333333
Male,19,Hispanic,2,2,0,0,8,1,27.266666666666666
Male,22,Caucasian,2,0,0,0,8,0,5804.05
Male,21,African-American,1,0,0,0,8,0,200.43333333333334
Male,26,Caucasian,3,0,0,0,5,1,21.583333333333332
Male,29,African-American,6,3,0,0,2,0,629.2333333333333
Male,33,African-American,16,0,0,0,7,1,17.5
Male,53,Caucasian,0,0,0,0,1,0,19.766666666666666
Male,30,African-American,0,0,0,0,3,1,4.65
Male,28,African-American,0,0,0,0,2,0,20.783333333333335
Male,26,Hispanic,9,0,0,0,8,0,434.5
Male,21,Caucasian,0,0,0,0,9,1,20.516666666666666
Male,23,African-American,1,0,0,0,7,0,3433.616666666667
Female,26,African-American,4,0,0,0,9,1,19.333333333333332
Female,37,Caucasian,0,0,0,0,1,0,22.983333333333334
Female,49,Caucasian,8,0,0,0,2,0,208.71666666666667
Male,27,African-American,2,0,0,0,2,1,21.533333333333335
Female,23,African-American,1,0,0,0,5,1,42.06666666666667
Male,32,African-American,15,0,0,0,10,0,2212.75
Male,23,Hispanic,0,0,0,0,6,0,22.95
Male,42,African-American,15,0,0,0,9,0,1666.4666666666667
Female,29,Caucasian,0,0,0,0,4,0,13.283333333333333
Male,33,African-American,3,0,0,0,6,1,2759.3166666666666
Male,54,African-American,1,0,0,0,3,0,122.88333333333334
Female,37,African-American,0,0,0,0,1,0,30.683333333333334
Male,29,Caucasian,8,0,1,0,5,1,207.33333333333334
Male,57,Other,0,0,0,0,1,1,16.233333333333334
Female,35,African-American,2,0,0,0,6,0,357.0833333333333
Female,36,African-American,4,2,0,0,6,1,44.18333333333333
Male,29,African-American,10,0,0,1,7,1,554.15
Male,19,African-American,3,2,1,1,10,1,19.616666666666667
Male,67,African-American,8,0,0,0,4,0,40.6
Male,25,African-American,6,0,1,0,7,0,786.7
Male,22,Caucasian,3,0,0,0,7,1,55.233333333333334
Female,20,African-American,1,0,0,0,6,1,25.333333333333332
Male,33,Caucasian,5,0,0,0,6,1,2862.55
Male,32,African-American,11,2,0,2,10,0,30.516666666666666
Male,59,Caucasian,24,0,0,0,1,0,220.16666666666666
Male,35,African-American,9,0,0,0,6,0,28.75
Male,33,Caucasian,3,0,0,0,8,1,355.01666666666665
Male,42,African-American,19,0,0,0,8,0,148.81666666666666
Male,38,African-American,9,1,1,0,8,1,315.1333333333333
Male,32,African-American,11,0,0,0,9,1,42.266666666666666
Male,20,Caucasian,0,0,0,1,10,0,795.9833333333333
Male,28,Hispanic,0,0,0,0,4,0,6.966666666666667
Female,42,African-American,0,0,0,0,10,0,1368.05
Male,33,Caucasian,2,0,0,0,3,1,41.46666666666667
Male,34,African-American,0,0,0,0,7,1,699.3166666666667
Male,36,Hispanic,20,1,0,0,10,1,5326.2
Female,25,Caucasian,5,0,0,0,7,0,7.833333333333333
Male,33,Other,2,0,0,0,1,1,14.383333333333333
Male,54,Other,2,0,0,0,1,0,22.4
Male,23,African-American,8,0,0,0,10,1,69.7
Male,41,Caucasian,4,0,0,0,3,1,20.366666666666667
Male,38,African-American,3,0,0,0,2,1,104.45
Male,21,Hispanic,0,0,0,0,4,1,5.816666666666666
Male,31,Caucasian,0,0,0,0,8,1,743.6333333333333
Male,34,Hispanic,1,0,0,0,1,0,17.3
Male,64,African-American,7,0,0,0,10,0,94.96666666666667
Male,26,Caucasian,0,0,0,0,2,0,23.6
Male,44,Caucasian,1,0,0,0,1,0,15.733333333333333
Male,32,African-American,1,0,0,0,8,1,44.016666666666666
Male,51,Caucasian,3,0,0,0,6,0,404.25
Male,29,African-American,5,0,0,0,8,1,5.733333333333333
Male,27,African-American,6,1,0,0,7,1,21.466666666666665
Male,40,African-American,1,0,0,0,1,1,7.083333333333333
Male,32,African-American,16,0,0,0,10,1,22.283333333333335
Male,27,African-American,3,0,0,0,3,1,7247.25
Male,31,Caucasian,2,0,0,1,5,0,489.55
Male,31,African-American,13,0,0,0,10,1,16.383333333333333
Male,35,Hispanic,2,0,0,0,1,0,333.6333333333333
Male,51,Caucasian,2,0,0,0,1,1,5.283333333333333
Male,28,Hispanic,3,0,0,0,5,0,18.116666666666667
Male,26,Caucasian,5,0,0,0,5,0,137.15
Male,45,African-American,14,0,0,0,7,0,4053.983333333333
Male,29,African-American,4,0,0,0,9,1,455.03333333333336
Male,22,African-American,3,0,1,1,10,1,32.31666666666667
Male,51,Caucasian,2,0,0,0,2,0,533.9833333333333
Female,34,African-American,0,0,0,0,2,0,17.366666666666667
Female,31,African-American,9,0,0,0,8,1,16.35
Male,40,Caucasian,1,0,0,0,3,0,1007.6833333333333
Male,28,African-American,1,0,0,0,2,0,21.85
Male,31,African-American,0,0,0,0,7,0,23.3
Male,56,African-American,9,0,0,0,8,0,15.966666666666667
Female,25,African-American,3,0,0,0,10,0,29.483333333333334
Male,27,African-American,0,0,0,0,4,1,21.2
Female,36,Caucasian,3,0,0,0,5,0,4745.566666666667
Male,21,African-American,0,0,0,0,10,0,21.3
Male,22,Other,0,0,0,0,2,1,30.65
Male,46,African-American,9,1,0,1,9,1,2783.516666666667
Male,26,Caucasian,1,0,0,0,3,1,18.3
Male,25,African-American,1,0,0,0,5,0,5.7
Female,31,Caucasian,2,0,0,2,5,1,29.283333333333335
Male,20,African-American,2,0,0,0,8,0,51.46666666666667
Male,20,African-American,0,0,0,1,10,0,266.21666666666664
Male,22,Caucasian,2,0,1,1,8,1,286.46666666666664
Female,46,Caucasian,0,0,0,0,1,0,5.316666666666666
Female,26,African-American,1,0,0,0,4,0,17.966666666666665
Male,26,African-American,6,0,0,0,9,1,433.53333333333336
Male,32,Caucasian,0,0,0,0,6,1,118.01666666666667
Female,26,African-American,6,0,0,0,6,1,75.36666666666666
Male,36,African-American,5,2,0,0,10,0,46.86666666666667
Female,26,Caucasian,2,0,0,0,9,1,5.366666666666666
Male,58,African-American,2,0,0,0,8,0,1284.3
Male,30,Other,5,0,0,0,8,1,137.51666666666668
Male,29,Caucasian,3,0,0,0,4,1,934.6166666666667
Male,20,Caucasian,0,0,0,0,4,1,37.53333333333333
Male,24,Caucasian,0,0,0,0,2,0,1.7166666666666666
Male,31,African-American,25,0,3,0,8,1,2829.15
Male,24,African-American,1,0,0,0,8,0,71.7
Female,26,African-American,0,0,0,0,4,0,30.916666666666668
Male,27,African-American,7,0,0,0,9,1,103.7
Male,45,Caucasian,1,0,0,0,1,0,32.28333333333333
Male,35,Caucasian,5,0,0,0,7,0,1488.9833333333333
Male,21,African-American,2,2,0,0,9,0,833.7833333333333
Male,36,Other,0,0,0,0,1,0,-3.6666666666666665
Female,40,Caucasian,3,0,0,0,6,1,1204.6333333333334
Male,52,Caucasian,1,0,0,0,1,0,17.733333333333334
Male,33,African-American,3,0,0,0,2,0,6.15
Male,34,African-American,19,0,2,1,10,1,113.8
Male,51,Caucasian,6,0,0,0,3,1,54.45
Male,21,African-American,4,4,0,0,7,1,2830.45
Male,66,Caucasian,0,0,0,0,1,1,23.85
Female,24,African-American,1,0,0,0,4,0,20.183333333333334
Male,58,Caucasian,0,0,0,0,1,0,19.766666666666666
Male,29,African-American,0,0,0,0,2,0,21.633333333333333
Male,20,African-American,0,0,0,0,8,0,2156.3
Male,50,Caucasian,5,0,0,0,7,1,121.1
Male,33,Caucasian,2,0,0,0,2,0,55.45
Male,30,African-American,5,0,0,0,4,1,4338.083333333333
Male,21,Caucasian,1,0,0,1,6,1,1173.45
Male,21,African-American,1,0,0,0,5,1,743.8166666666667
Male,35,African-American,7,0,0,0,4,0,137.3
Male,26,African-American,2,0,0,0,3,1,3555.4333333333334
Male,21,African-American,2,0,0,0,8,1,863.4166666666666
Female,30,Caucasian,0,0,0,0,2,0,24.35
Male,26,African-American,2,0,0,0,2,0,25.166666666666668
Male,43,Hispanic,3,0,0,0,7,0,14956.1
Male,27,African-American,7,0,0,0,4,1,50.916666666666664
Female,25,Caucasian,0,0,0,0,5,0,21.733333333333334
Male,20,African-American,1,0,0,0,7,1,146.26666666666668
Female,49,Caucasian,1,0,0,0,1,0,28.516666666666666
Male,29,Caucasian,7,0,0,0,6,0,342.31666666666666
Male,50,African-American,4,0,0,0,1,1,20.75
Female,32,Caucasian,18,0,0,0,9,0,1712.6833333333334
Male,23,Hispanic,2,0,0,0,5,1,1414.8833333333334
Female,34,African-American,1,0,0,0,2,0,379.56666666666666
Female,45,Caucasian,3,0,0,0,1,0,169.48333333333332
Male,49,Caucasian,1,0,0,0,1,0,21.266666666666666
Male,46,Other,0,0,0,0,1,0,8.1
Male,46,African-American,13,0,0,0,5,1,511.4166666666667
Male,26,African-American,9,0,1,1,10,1,44.083333333333336
Male,21,African-American,1,0,0,2,5,1,25.4
Male,32,African-American,0,0,0,0,1,0,52.53333333333333
Male,38,Other,1,0,0,0,3,0,22.583333333333332
Male,24,Hispanic,2,0,0,0,3,0,217.35
Male,25,African-American,4,0,0,0,8,1,14.316666666666666
Male,26,Caucasian,7,0,0,0,7,1,4.1
Male,18,African-American,3,4,0,0,9,0,7130.866666666667
Female,55,Hispanic,0,0,0,0,1,0,16.733333333333334
Male,35,African-American,0,0,0,0,7,0,794.4333333333333
Male,37,Caucasian,4,0,0,0,5,1,22.183333333333334
Male,20,Caucasian,0,0,0,2,4,0,25.916666666666668
Male,28,African-American,11,0,1,0,9,1,40.43333333333333
Male,22,African-American,1,0,0,0,6,1,510.76666666666665
Female,50,Caucasian,30,0,0,0,6,1,89.5
Male,30,Other,3,0,1,1,1,0,22.8
Male,26,Caucasian,2,0,0,0,8,1,25.116666666666667
Male,55,Caucasian,33,0,0,0,9,1,5809.633333333333
Male,34,African-American,0,0,0,0,1,0,-7.2
Male,19,African-American,2,0,2,0,10,1,28.6
Male,32,Caucasian,0,0,0,0,6,1,430.48333333333335
Male,46,Caucasian,14,0,0,0,3,1,22.7
Male,25,African-American,0,0,0,0,6,0,17.766666666666666
Female,47,Caucasian,28,0,0,0,9,1,2825.883333333333
Male,21,Caucasian,0,0,0,0,4,0,1532.2833333333333
Male,37,African-American,23,1,8,5,8,1,45.06666666666667
Male,44,African-American,16,0,0,1,7,0,23.516666666666666
Female,34,African-American,1,0,0,0,1,0,24.483333333333334
Male,35,African-American,2,0,0,0,4,0,26.15
Male,22,Caucasian,3,0,1,1,4,1,6.633333333333334
Male,25,African-American,2,0,0,0,6,1,68.83333333333333
Male,37,African-American,16,0,0,0,8,1,50.4
Female,32,African-American,2,0,0,0,3,0,1863.9166666666667
Male,37,African-American,9,0,0,0,6,0,1488.0333333333333
Female,24,African-American,1,0,0,0,3,1,340.03333333333336
Male,27,African-American,0,0,0,0,2,0,72.75
Male,28,Caucasian,1,0,0,0,2,0,52.483333333333334
Male,41,African-American,2,0,0,0,6,1,278.4166666666667
Male,26,Caucasian,5,0,0,0,4,1,845.0833333333334
Male,48,African-American,0,0,0,0,1,0,37.53333333333333
Male,56,African-American,0,0,0,0,1,0,143.05
Female,42,Caucasian,1,0,0,0,3,1,510.3333333333333
Male,22,African-American,1,0,0,0,6,1,150.23333333333332
Male,29,African-American,29,0,0,0,8,1,120.78333333333333
Male,29,Caucasian,0,0,0,0,1,0,27.65
Male,56,Caucasian,0,0,0,0,1,0,28.766666666666666
Male,52,Caucasian,2,0,0,0,1,0,22.55
Female,27,African-American,8,0,0,0,6,1,73.06666666666666
Male,39,Caucasian,3,0,0,0,9,0,3335.5333333333333
Male,25,African-American,5,0,0,1,9,1,118.0
Male,50,Caucasian,0,0,0,0,7,0,725.15
Female,58,Caucasian,0,0,0,0,1,0,0.15
Female,33,African-American,5,0,0,0,9,1,23.816666666666666
Male,36,Caucasian,1,0,0,0,4,1,55.766666666666666
Male,45,Caucasian,3,0,0,0,1,0,26.316666666666666
Female,39,African-American,22,0,0,0,6,1,42.266666666666666
Male,49,Caucasian,3,0,0,0,8,1,837.5166666666667
Female,54,Caucasian,1,0,0,0,1,0,3020.516666666667
Male,20,African-American,0,0,0,0,3,0,16.666666666666668
Male,28,Caucasian,9,0,0,0,7,0,4698.466666666666
Male,23,Other,6,0,0,0,8,1,2017.0166666666667
Male,60,Caucasian,0,0,0,0,1,0,24.183333333333334
Male,20,Caucasian,0,0,0,0,10,1,163.85
Male,24,African-American,7,0,0,1,8,1,2337.9166666666665
Male,22,African-American,0,0,0,0,7,1,1203.2833333333333
Male,45,African-American,13,0,0,0,7,0,42.416666666666664
Male,32,African-American,17,1,2,0,10,1,5022.233333333334
Male,65,Caucasian,0,0,0,0,4,0,26.6
Male,57,Caucasian,14,0,0,0,4,1,477.75
Female,43,Caucasian,0,0,0,0,1,1,30.683333333333334
Male,22,African-American,0,0,0,0,7,1,790.35
Male,25,Caucasian,0,0,0,0,2,1,512.5166666666667
Male,57,African-American,8,0,0,0,7,1,121.26666666666667
Male,26,African-American,5,0,0,1,7,1,531.2833333333333
Male,20,Hispanic,1,1,0,0,8,1,22.75
Male,32,African-American,7,0,0,0,9,1,889.0333333333333
Female,43,African-American,3,0,0,0,9,0,3219.016666666667
Male,28,Other,0,0,0,0,1,0,50.2
Male,36,Other,1,0,0,0,1,1,25.766666666666666
Male,25,African-American,7,0,0,0,9,1,3.9166666666666665
Male,48,Asian,0,0,0,0,1,0,226.25
Male,32,Caucasian,1,0,0,0,3,0,31.283333333333335
Male,47,African-American,22,0,0,0,7,1,27.15
Female,23,African-American,4,0,0,0,8,1,1037.6666666666667
Male,50,Native American,0,0,0,0,1,0,29.15
Male,29,African-American,6,0,0,0,8,1,860.0333333333333
Male,50,Other,4,0,0,0,1,0,24.033333333333335
Male,20,Caucasian,0,0,0,0,10,0,3361.116666666667
Male,36,African-American,0,0,0,0,1,0,20.666666666666668
Male,24,African-American,4,0,0,0,4,1,77.36666666666666
Male,30,Caucasian,3,0,0,0,2,0,265.96666666666664
Male,30,Caucasian,2,0,0,0,9,0,144.16666666666666
Male,50,African-American,12,0,0,0,1,1,24.05
Male,29,African-American,7,2,0,1,9,0,42.4
Male,30,African-American,18,0,0,0,9,1,27.3
Male,67,Other,1,0,0,0,1,0,15.933333333333334
Female,50,Caucasian,30,0,0,0,6,1,89.5
Male,22,African-American,5,0,0,0,10,0,18.7
Female,26,Other,1,0,0,0,2,0,14.65
Male,61,Caucasian,0,0,0,0,4,0,361.56666666666666
Male,51,Hispanic,0,0,0,0,1,1,27.15
Male,23,Caucasian,1,0,0,0,3,0,20.8
Female,28,African-American,0,0,0,0,3,0,4584.866666666667
Male,23,African-American,1,0,0,0,7,1,648.9666666666667
Male,30,African-American,1,0,0,0,2,0,44.85
Female,39,African-American,6,0,1,0,5,0,22.766666666666666
Male,51,Caucasian,3,0,0,0,6,0,404.25
Male,25,African-American,4,0,0,1,5,1,789.2333333333333
Female,28,African-American,0,0,0,0,3,0,15.583333333333334
Male,20,African-American,1,0,0,1,10,0,9846.133333333333
Male,33,African-American,9,2,0,0,9,1,65.63333333333334
Male,22,Caucasian,1,0,0,0,5,1,14.016666666666667
Male,21,Caucasian,3,0,0,0,8,1,3050.4666666666667
Male,34,Hispanic,9,0,0,0,9,0,1773.2833333333333
Female,43,Caucasian,22,0,0,0,10,1,640.45
Male,20,African-American,0,0,0,0,5,1,44.266666666666666
Male,20,African-American,1,0,1,1,10,1,123.93333333333334
Male,22,Caucasian,2,0,1,1,8,1,286.46666666666664
Male,51,African-American,0,0,0,0,2,1,31.15
Female,28,African-American,3,0,0,0,4,0,116.98333333333333
Male,33,African-American,2,0,0,0,1,0,17.766666666666666
Male,21,African-American,2,1,0,1,9,0,39.3
Male,53,African-American,13,0,0,0,3,0,-10.966666666666667
Male,50,Caucasian,3,0,0,0,9,0,138.56666666666666
Female,22,African-American,4,0,0,0,9,1,48.8
Male,26,African-American,7,0,0,0,6,0,27.333333333333332
Male,19,Caucasian,1,0,1,3,10,1,195.11666666666667
Male,21,African-American,0,0,0,0,5,0,41.46666666666667
Male,27,African-American,6,1,0,0,7,1,21.466666666666665
Female,23,Other,0,0,0,0,5,0,21.483333333333334
Male,50,Caucasian,8,0,0,0,3,0,4144.066666666667
Female,22,Caucasian,0,0,0,0,9,0,28.966666666666665
Male,21,Other,1,0,0,0,6,1,94.1
Female,46,Caucasian,7,0,0,0,7,1,90.86666666666666
Male,28,African-American,10,0,0,0,8,0,41.11666666666667
Male,20,African-American,1,0,1,1,10,1,123.93333333333334
Male,31,African-American,9,0,0,0,2,0,17.2
Male,24,African-American,1,0,0,2,9,1,148.93333333333334
Male,30,Hispanic,0,0,0,0,2,0,26.4
Female,48,African-American,18,0,0,3,6,1,1297.2833333333333
Male,51,Caucasian,7,0,0,0,1,1,358.8666666666667
Male,22,Asian,1,0,0,0,2,0,5.666666666666667
Male,30,Caucasian,3,0,0,0,4,0,1681.1
Female,23,Caucasian,5,0,0,4,5,1,18.133333333333333
Male,42,Hispanic,0,0,0,0,1,0,97.8
Female,50,Caucasian,30,0,0,0,6,1,89.5
Male,35,African-American,5,0,0,0,6,1,38.583333333333336
Male,36,Caucasian,1,0,0,0,2,0,5.083333333333333
Male,69,African-American,1,0,0,0,1,1,28.183333333333334
Male,27,African-American,2,0,0,0,2,1,21.533333333333335
Female,38,Caucasian,0,0,0,0,1,0,63.93333333333333
Female,38,Caucasian,1,0,0,0,1,0,42.78333333333333
Male,29,African-American,7,0,0,0,8,1,21.283333333333335
Male,35,Caucasian,16,0,1,0,6,1,17.583333333333332
Female,25,Caucasian,0,0,0,0,4,0,22.066666666666666
Male,20,African-American,1,1,0,0,8,1,353.4166666666667
Female,21,African-American,1,0,0,0,9,0,97.2
Male,26,African-American,9,0,0,0,8,1,63.63333333333333
Female,20,African-American,1,0,0,0,4,0,21.683333333333334
Male,38,Caucasian,2,0,0,0,3,1,221.4
Male,46,Caucasian,0,0,0,0,1,0,27.9
Male,44,African-American,9,0,0,0,3,0,1582.0666666666666
Male,57,African-American,19,0,0,0,6,0,76.26666666666667
Female,26,Caucasian,4,0,0,0,8,0,5781.283333333334
Male,25,African-American,5,0,0,0,7,0,1368.7666666666667
Male,28,African-American,12,0,0,1,7,1,25.416666666666668
Female,36,Caucasian,5,0,0,0,3,1,23.283333333333335
Male,22,African-American,0,0,0,1,3,0,22.683333333333334
Male,41,African-American,13,0,0,0,10,1,15.733333333333333
Female,30,African-American,10,0,3,2,10,1,6.55
Male,31,African-American,1,0,0,0,6,0,158.28333333333333
Male,20,African-American,1,0,0,1,10,0,9846.133333333333
Male,30,Caucasian,2,0,0,1,2,0,26.766666666666666
Female,57,Caucasian,0,0,0,0,1,0,22.233333333333334
Male,24,African-American,1,1,0,1,6,1,5053.5
Male,30,African-American,9,0,0,0,3,1,29.1
Male,45,African-American,0,0,0,0,4,1,68.16666666666667
Male,67,Caucasian,0,0,0,0,1,1,578.5166666666667
Male,55,African-American,9,0,0,0,2,0,24.4
Male,46,African-American,3,0,0,0,6,1,705.5333333333333
Male,52,African-American,2,0,0,0,1,0,24.6
Male,23,African-American,2,0,0,0,7,0,22.9
Male,40,African-American,0,0,0,0,1,0,55.666666666666664
Male,28,African-American,10,0,0,0,8,0,41.11666666666667
Male,23,Caucasian,5,0,2,1,10,1,305.78333333333336
Male,46,African-American,15,0,0,1,7,1,166.23333333333332
Male,31,Hispanic,8,2,1,0,9,1,65.95
Female,47,African-American,19,0,0,0,10,1,740.7833333333333
Male,19,African-American,1,0,0,0,5,1,1153.6166666666666
Male,36,African-American,6,0,0,0,8,0,770.5666666666667
Male,28,African-American,20,0,0,0,8,1,8.6
Male,29,Caucasian,0,0,0,0,1,0,23.9
Male,39,African-American,0,0,0,0,1,0,19.55
Female,20,African-American,0,0,0,0,5,0,22.116666666666667
Male,30,Caucasian,9,0,0,0,9,1,1061.0666666666666
Male,33,Caucasian,0,0,0,0,9,0,24.283333333333335
Male,28,Caucasian,9,0,0,0,7,0,4698.466666666666
Male,38,African-American,13,0,0,0,10,0,55.03333333333333
Male,39,African-American,0,0,0,0,1,0,20.183333333333334
Female,26,African-American,1,0,0,0,5,0,14.5
Male,65,Hispanic,2,0,0,0,1,1,24.8
Male,54,African-American,5,0,0,0,6,0,44.6
Male,57,Caucasian,0,0,0,0,1,0,44.983333333333334
Male,23,Caucasian,2,0,0,0,7,1,363.48333333333335
Female,28,African-American,13,0,0,0,9,1,768.3666666666667
Female,24,African-American,6,1,0,0,9,1,625.8666666666667
Male,59,African-American,10,0,0,0,7,1,3051.016666666667
Male,56,African-American,28,0,0,0,7,0,1447.6666666666667
Male,31,Other,5,0,0,0,4,0,2273.75
Male,30,African-American,6,0,0,0,5,1,70.41666666666667
Male,47,African-American,21,0,0,0,9,1,2696.7
Male,31,Hispanic,1,0,0,0,8,1,409.8666666666667
Female,44,Caucasian,10,0,0,0,5,1,142.23333333333332
Male,30,African-American,12,0,0,0,9,1,-1.8
Female,22,Caucasian,0,0,0,0,7,1,24.466666666666665
Male,53,African-American,18,0,0,0,7,1,988.7
Male,54,Caucasian,13,0,0,0,4,0,26.15
Female,25,African-American,4,0,0,0,5,0,28.766666666666666
Male,52,African-American,0,0,0,0,1,0,22.433333333333334
Female,22,African-American,0,0,0,0,7,1,6.233333333333333
Male,34,African-American,12,0,0,0,9,1,285.65
Male,28,African-American,16,8,0,1,8,1,27.866666666666667
Male,21,Caucasian,0,0,0,0,6,1,75.1
Female,25,African-American,0,0,0,0,2,0,23.6
Male,33,Caucasian,9,0,0,0,4,0,5.5
Male,25,Caucasian,1,0,0,0,3,0,1014.1833333333333
Male,22,African-American,3,0,1,1,10,1,7658.816666666667
Female,34,Native American,4,0,0,0,7,1,2328.2166666666667
Male,22,African-American,0,0,0,0,4,0,-3.466666666666667
Male,38,Caucasian,8,0,0,0,2,0,1.9
Male,33,Caucasian,1,0,0,0,8,1,242.71666666666667
Male,24,African-American,7,0,0,0,9,1,4794.95
Male,20,Caucasian,0,0,0,0,4,0,22.533333333333335
Male,28,African-American,21,0,2,0,10,1,25.416666666666668
Male,31,African-American,4,0,0,0,8,0,4096.7
Male,39,Caucasian,0,0,0,0,2,0,5.016666666666667
Male,28,African-American,5,0,0,0,6,1,1231.4833333333333
Female,66,African-American,11,0,0,0,8,1,139.58333333333334
Female,65,Caucasian,0,0,0,0,1,0,24.666666666666668
Male,23,Hispanic,1,0,0,1,6,1,30.183333333333334
Male,26,Caucasian,10,0,0,3,8,1,20.633333333333333
Male,24,Caucasian,0,0,0,0,2,0,29.416666666666668
Male,21,Hispanic,1,0,0,2,9,0,44.38333333333333
Male,47,African-American,23,0,0,0,8,1,20.783333333333335
Male,20,Caucasian,0,0,0,1,6,1,26.1
Male,33,Other,5,0,0,0,3,1,57.583333333333336
Male,43,Hispanic,3,0,0,0,3,1,54.18333333333333
Female,44,Caucasian,0,0,0,0,1,1,22.916666666666668
Female,26,African-American,5,0,0,0,9,1,164.08333333333334
Female,24,Caucasian,3,0,0,1,6,0,2879.883333333333
Female,23,Hispanic,0,0,0,0,4,0,73.48333333333333
Female,22,African-American,0,0,0,0,4,0,142.55
Male,26,African-American,3,0,0,0,3,1,22.2
Male,28,African-American,5,0,0,0,5,1,21.483333333333334
Male,28,African-American,0,0,0,0,4,1,5.016666666666667
Male,35,Hispanic,7,0,0,0,7,0,25.816666666666666
Male,60,Caucasian,18,0,0,0,2,1,75.98333333333333
Female,41,African-American,8,0,0,0,8,1,1566.6166666666666
Male,47,African-American,4,0,0,0,10,1,1542.9833333333333
Male,43,Hispanic,2,0,0,0,1,1,100.98333333333333
Male,30,African-American,4,0,0,0,3,0,142.58333333333334
Female,48,Caucasian,0,0,0,0,1,0,12.866666666666667
Male,61,Caucasian,4,0,0,0,1,0,42.46666666666667
Male,36,Caucasian,4,0,0,0,3,0,2534.2166666666667
Male,29,African-American,2,0,0,0,6,0,45.4
Male,25,African-American,2,0,0,0,4,1,117.35
Male,26,African-American,10,0,1,0,10,1,43.7
Male,61,African-American,30,0,0,0,4,0,1199.95
Male,68,Caucasian,1,0,0,0,1,0,117.35
Male,25,Hispanic,10,1,4,0,9,1,188.36666666666667
Female,27,African-American,2,0,0,0,6,0,218.98333333333332
Male,23,Caucasian,10,0,0,1,7,1,1687.1666666666667
Male,48,African-American,5,0,0,0,9,1,5825.766666666666
Male,22,African-American,0,0,0,0,8,1,19.983333333333334
Male,33,African-American,1,0,0,0,2,0,20.166666666666668
Male,26,Caucasian,1,0,0,0,4,0,143.31666666666666
Male,26,Caucasian,9,0,0,0,7,1,29.65
Male,35,African-American,6,0,0,0,7,0,1689.45
Male,44,Caucasian,2,0,0,0,3,1,47.6
Female,23,Caucasian,0,0,0,0,2,0,23.483333333333334
Male,22,African-American,0,0,0,0,6,0,0.45
Male,41,Caucasian,5,0,0,0,4,1,17.483333333333334
Female,26,Caucasian,0,0,0,0,4,0,69.2
